session_id,campaign,converted
585,A_flat10,0
586,A_flat10,0
587,A_flat10,0
588,A_flat10,0
589,A_flat10,0
590,A_flat10,0
591,A_flat10,1
592,A_flat10,0
593,A_flat10,0
594,A_flat10,0
595,A_flat10,0
596,A_flat10,0
597,A_flat10,0
598,A_flat10,0
599,A_flat10,0
600,A_flat10,0
601,A_flat10,1
602,A_flat10,0
603,A_flat10,0
604,A_flat10,0
605,A_flat10,0
606,A_flat10,1
607,A_flat10,0
608,A_flat10,0
609,A_flat10,0
610,A_flat10,0
611,A_flat10,0
612,A_flat10,0
613,A_flat10,1
614,A_flat10,0
615,A_flat10,0
616,A_flat10,0
617,A_flat10,0
618,A_flat10,0
619,A_flat10,1
620,A_flat10,0
621,A_flat10,0
622,A_flat10,0
623,A_flat10,0
624,A_flat10,0
625,A_flat10,0
626,A_flat10,0
627,A_flat10,0
628,A_flat10,0
629,A_flat10,0
630,A_flat10,0
631,A_flat10,0
632,A_flat10,0
633,A_flat10,1
634,A_flat10,0
635,A_flat10,0
636,A_flat10,0
637,A_flat10,0
638,A_flat10,0
639,A_flat10,0
640,A_flat10,0
641,A_flat10,0
642,A_flat10,0
643,A_flat10,0
644,A_flat10,0
645,A_flat10,0
646,A_flat10,0
647,A_flat10,0
648,A_flat10,0
649,A_flat10,0
650,A_flat10,0
651,A_flat10,0
652,A_flat10,0
653,A_flat10,0
654,A_flat10,1
655,A_flat10,0
656,A_flat10,0
657,A_flat10,1
658,A_flat10,0
659,A_flat10,0
660,A_flat10,0
661,A_flat10,1
662,A_flat10,0
663,A_flat10,0
664,A_flat10,1
665,A_flat10,0
666,A_flat10,0
667,A_flat10,0
668,A_flat10,0
669,A_flat10,0
670,A_flat10,0
671,A_flat10,0
672,A_flat10,0
673,A_flat10,0
674,A_flat10,0
675,A_flat10,0
676,A_flat10,0
677,A_flat10,0
678,A_flat10,0
679,A_flat10,0
680,A_flat10,0
681,A_flat10,0
682,A_flat10,0
683,A_flat10,0
684,A_flat10,0
685,A_flat10,0
686,A_flat10,0
687,A_flat10,0
688,A_flat10,0
689,A_flat10,0
690,A_flat10,0
691,A_flat10,0
692,A_flat10,0
693,A_flat10,0
694,A_flat10,0
695,A_flat10,0
696,A_flat10,0
697,A_flat10,0
698,A_flat10,0
699,A_flat10,0
700,A_flat10,0
701,A_flat10,0
702,A_flat10,0
703,A_flat10,0
704,A_flat10,0
705,A_flat10,0
706,A_flat10,0
707,A_flat10,0
708,A_flat10,0
709,A_flat10,0
710,A_flat10,0
711,A_flat10,0
712,A_flat10,0
713,A_flat10,0
714,A_flat10,0
715,A_flat10,0
716,A_flat10,0
717,A_flat10,0
718,A_flat10,0
719,A_flat10,0
720,A_flat10,0
721,A_flat10,0
722,A_flat10,0
723,A_flat10,0
724,A_flat10,0
725,A_flat10,0
726,A_flat10,1
727,A_flat10,0
728,A_flat10,0
729,A_flat10,0
730,A_flat10,0
731,A_flat10,0
732,A_flat10,0
733,A_flat10,0
734,A_flat10,0
735,A_flat10,0
736,A_flat10,0
737,A_flat10,0
738,A_flat10,0
739,A_flat10,0
740,A_flat10,0
741,A_flat10,1
742,A_flat10,1
743,A_flat10,0
744,A_flat10,0
745,A_flat10,0
746,A_flat10,0
747,A_flat10,0
748,A_flat10,0
749,A_flat10,0
750,A_flat10,0
751,A_flat10,0
752,A_flat10,0
753,A_flat10,0
754,A_flat10,0
755,A_flat10,0
756,A_flat10,0
757,A_flat10,0
758,A_flat10,0
759,A_flat10,0
760,A_flat10,0
761,A_flat10,0
762,A_flat10,0
763,A_flat10,0
764,A_flat10,0
765,A_flat10,0
766,A_flat10,0
767,A_flat10,0
768,A_flat10,0
769,A_flat10,0
770,A_flat10,0
771,A_flat10,0
772,A_flat10,0
773,A_flat10,0
774,A_flat10,0
775,A_flat10,0
776,A_flat10,0
777,A_flat10,0
778,A_flat10,0
779,A_flat10,0
780,A_flat10,0
781,A_flat10,1
782,A_flat10,0
783,A_flat10,0
784,A_flat10,1
785,A_flat10,0
786,A_flat10,0
787,A_flat10,0
788,A_flat10,0
789,A_flat10,0
790,A_flat10,0
791,A_flat10,0
792,A_flat10,0
793,A_flat10,0
794,A_flat10,1
795,A_flat10,0
796,A_flat10,0
797,A_flat10,0
798,A_flat10,0
799,A_flat10,1
800,A_flat10,0
801,A_flat10,0
802,A_flat10,0
803,A_flat10,0
804,A_flat10,0
805,A_flat10,0
806,A_flat10,0
807,A_flat10,0
808,A_flat10,0
809,A_flat10,0
810,A_flat10,0
811,A_flat10,0
812,A_flat10,0
813,A_flat10,0
814,A_flat10,0
815,A_flat10,0
816,A_flat10,0
817,A_flat10,0
818,A_flat10,0
819,A_flat10,0
820,A_flat10,0
821,A_flat10,0
822,A_flat10,0
823,A_flat10,0
824,A_flat10,0
825,A_flat10,0
826,A_flat10,0
827,A_flat10,0
828,A_flat10,0
829,A_flat10,0
830,A_flat10,0
831,A_flat10,0
832,A_flat10,0
833,A_flat10,0
834,A_flat10,0
835,A_flat10,0
836,A_flat10,0
837,A_flat10,0
838,A_flat10,0
839,A_flat10,0
840,A_flat10,0
841,A_flat10,0
842,A_flat10,1
843,A_flat10,0
844,A_flat10,0
845,A_flat10,0
846,A_flat10,0
847,A_flat10,0
848,A_flat10,0
849,A_flat10,0
850,A_flat10,0
851,A_flat10,0
852,A_flat10,1
853,A_flat10,0
854,A_flat10,0
855,A_flat10,1
856,A_flat10,0
857,A_flat10,0
858,A_flat10,0
859,A_flat10,0
860,A_flat10,1
861,A_flat10,0
862,A_flat10,0
863,A_flat10,0
864,A_flat10,0
865,A_flat10,0
866,A_flat10,0
867,A_flat10,0
868,A_flat10,1
869,A_flat10,0
870,A_flat10,0
871,A_flat10,0
872,A_flat10,0
873,A_flat10,0
874,A_flat10,0
875,A_flat10,0
876,A_flat10,0
877,A_flat10,0
878,A_flat10,0
879,A_flat10,0
880,A_flat10,0
881,A_flat10,0
882,A_flat10,0
883,A_flat10,0
884,A_flat10,0
885,A_flat10,0
886,A_flat10,0
887,A_flat10,0
888,A_flat10,0
889,A_flat10,0
890,A_flat10,0
891,A_flat10,0
892,A_flat10,0
893,A_flat10,1
894,A_flat10,0
895,A_flat10,1
896,A_flat10,1
897,A_flat10,0
898,A_flat10,0
899,A_flat10,0
900,A_flat10,0
901,A_flat10,0
902,A_flat10,0
903,A_flat10,0
904,A_flat10,0
905,A_flat10,1
906,A_flat10,0
907,A_flat10,0
908,A_flat10,0
909,A_flat10,0
910,A_flat10,0
911,A_flat10,0
912,A_flat10,0
913,A_flat10,0
914,A_flat10,0
915,A_flat10,0
916,A_flat10,0
917,A_flat10,0
918,A_flat10,0
919,A_flat10,0
920,A_flat10,0
921,A_flat10,0
922,A_flat10,0
923,A_flat10,0
924,A_flat10,0
925,A_flat10,0
926,A_flat10,0
927,A_flat10,0
928,A_flat10,0
929,A_flat10,0
930,A_flat10,0
931,A_flat10,0
932,A_flat10,0
933,A_flat10,0
934,A_flat10,0
935,A_flat10,0
936,A_flat10,0
937,A_flat10,0
938,A_flat10,0
939,A_flat10,0
940,A_flat10,0
941,A_flat10,1
942,A_flat10,1
943,A_flat10,0
944,A_flat10,0
945,A_flat10,0
946,A_flat10,0
947,A_flat10,0
948,A_flat10,0
949,A_flat10,0
950,A_flat10,0
951,A_flat10,0
952,A_flat10,0
953,A_flat10,0
954,A_flat10,0
955,A_flat10,0
956,A_flat10,0
957,A_flat10,0
958,A_flat10,1
959,A_flat10,1
960,A_flat10,0
961,A_flat10,0
962,A_flat10,0
963,A_flat10,0
964,A_flat10,0
965,A_flat10,0
966,A_flat10,0
967,A_flat10,1
968,A_flat10,0
969,A_flat10,0
970,A_flat10,0
971,A_flat10,0
972,A_flat10,0
973,A_flat10,0
974,A_flat10,0
975,A_flat10,0
976,A_flat10,0
977,A_flat10,0
978,A_flat10,0
979,A_flat10,0
980,A_flat10,0
981,A_flat10,0
982,A_flat10,0
983,A_flat10,0
984,A_flat10,0
985,A_flat10,0
986,A_flat10,0
987,A_flat10,0
988,A_flat10,0
989,A_flat10,1
990,A_flat10,0
991,A_flat10,1
992,A_flat10,0
993,A_flat10,1
994,A_flat10,0
995,A_flat10,0
996,A_flat10,0
997,A_flat10,0
998,A_flat10,0
999,A_flat10,0
1000,A_flat10,0
1001,A_flat10,0
1002,A_flat10,0
1003,A_flat10,0
1004,A_flat10,0
1005,A_flat10,0
1006,A_flat10,0
1007,A_flat10,1
1008,A_flat10,1
1009,A_flat10,0
1010,A_flat10,0
1011,A_flat10,0
1012,A_flat10,0
1013,A_flat10,0
1014,A_flat10,0
1015,A_flat10,0
1016,A_flat10,0
1017,A_flat10,0
1018,A_flat10,0
1019,A_flat10,0
1020,A_flat10,0
1021,A_flat10,0
1022,A_flat10,0
1023,A_flat10,0
1024,A_flat10,0
1025,A_flat10,0
1026,A_flat10,0
1027,A_flat10,0
1028,A_flat10,0
1029,A_flat10,0
1030,A_flat10,0
1031,A_flat10,0
1032,A_flat10,0
1033,A_flat10,0
1034,A_flat10,0
1035,A_flat10,0
1036,A_flat10,0
1037,A_flat10,0
1038,A_flat10,0
1039,A_flat10,0
1040,A_flat10,0
1041,A_flat10,0
1042,A_flat10,0
1043,A_flat10,0
1044,A_flat10,0
1045,A_flat10,0
1046,A_flat10,0
1047,A_flat10,0
1048,A_flat10,0
1049,A_flat10,0
1050,A_flat10,0
1051,A_flat10,0
1052,A_flat10,0
1053,A_flat10,0
1054,A_flat10,0
1055,A_flat10,0
1056,A_flat10,1
1057,A_flat10,0
1058,A_flat10,0
1059,A_flat10,0
1060,A_flat10,0
1061,A_flat10,0
1062,A_flat10,0
1063,A_flat10,0
1064,A_flat10,0
1065,A_flat10,0
1066,A_flat10,0
1067,A_flat10,0
1068,A_flat10,0
1069,A_flat10,0
1070,A_flat10,0
1071,A_flat10,0
1072,A_flat10,0
1073,A_flat10,0
1074,A_flat10,0
1075,A_flat10,0
1076,A_flat10,0
1077,A_flat10,0
1078,A_flat10,0
1079,A_flat10,0
1080,A_flat10,0
1081,A_flat10,0
1082,A_flat10,0
1083,A_flat10,0
1084,A_flat10,0
1085,A_flat10,0
1086,A_flat10,0
1087,A_flat10,0
1088,A_flat10,0
1089,A_flat10,0
1090,A_flat10,0
1091,A_flat10,0
1092,A_flat10,0
1093,A_flat10,0
1094,A_flat10,0
1095,A_flat10,0
1096,A_flat10,0
1097,A_flat10,0
1098,A_flat10,0
1099,A_flat10,0
1100,A_flat10,0
1101,A_flat10,1
1102,A_flat10,0
1103,A_flat10,0
1104,A_flat10,0
1105,A_flat10,0
1106,A_flat10,0
1107,A_flat10,0
1108,A_flat10,0
1109,A_flat10,0
1110,A_flat10,0
1111,A_flat10,0
1112,A_flat10,1
1113,A_flat10,0
1114,A_flat10,0
1115,A_flat10,0
1116,A_flat10,0
1117,A_flat10,0
1118,A_flat10,0
1119,A_flat10,0
1120,A_flat10,0
1121,A_flat10,0
1122,A_flat10,0
1123,A_flat10,0
1124,A_flat10,0
1125,A_flat10,0
1126,A_flat10,0
1127,A_flat10,0
1128,A_flat10,0
1129,A_flat10,0
1130,A_flat10,0
1131,A_flat10,0
1132,A_flat10,0
1133,A_flat10,0
1134,A_flat10,1
1135,A_flat10,0
1136,A_flat10,0
1137,A_flat10,0
1138,A_flat10,0
1139,A_flat10,1
1140,A_flat10,1
1141,A_flat10,0
1142,A_flat10,0
1143,A_flat10,0
1144,A_flat10,0
1145,A_flat10,0
1146,A_flat10,0
1147,A_flat10,0
1148,A_flat10,0
1149,A_flat10,0
1150,A_flat10,0
1151,A_flat10,0
1152,A_flat10,0
1153,A_flat10,0
1154,A_flat10,1
1155,A_flat10,0
1156,A_flat10,0
1157,A_flat10,0
1158,A_flat10,0
1159,A_flat10,0
1160,A_flat10,0
1161,A_flat10,0
1162,A_flat10,0
1163,A_flat10,0
1164,A_flat10,1
1165,A_flat10,0
1166,A_flat10,0
1167,A_flat10,0
1168,A_flat10,0
1169,A_flat10,0
1170,A_flat10,0
1171,A_flat10,0
1172,A_flat10,0
1173,A_flat10,0
1174,A_flat10,0
1175,A_flat10,1
1176,A_flat10,0
1177,A_flat10,0
1178,A_flat10,0
1179,A_flat10,1
1180,A_flat10,0
1181,A_flat10,0
1182,A_flat10,0
1183,A_flat10,0
1184,A_flat10,0
1185,A_flat10,0
1186,A_flat10,0
1187,A_flat10,0
1188,A_flat10,0
1189,A_flat10,0
1190,A_flat10,0
1191,A_flat10,0
1192,A_flat10,0
1193,A_flat10,0
1194,A_flat10,0
1195,A_flat10,0
1196,A_flat10,0
1197,A_flat10,0
1198,A_flat10,0
1199,A_flat10,0
1200,A_flat10,0
1201,A_flat10,0
1202,A_flat10,0
1203,A_flat10,0
1204,A_flat10,1
1205,A_flat10,0
1206,A_flat10,0
1207,A_flat10,0
1208,A_flat10,0
1209,A_flat10,0
1210,A_flat10,0
1211,A_flat10,0
1212,A_flat10,0
1213,A_flat10,0
1214,A_flat10,0
1215,A_flat10,1
1216,A_flat10,0
1217,A_flat10,0
1218,A_flat10,0
1219,A_flat10,0
1220,A_flat10,0
1221,A_flat10,0
1222,A_flat10,1
1223,A_flat10,0
1224,A_flat10,0
1225,A_flat10,0
1226,A_flat10,0
1227,A_flat10,1
1228,A_flat10,0
1229,A_flat10,0
1230,A_flat10,1
1231,A_flat10,0
1232,A_flat10,0
1233,A_flat10,0
1234,A_flat10,0
1235,A_flat10,0
1236,A_flat10,0
1237,A_flat10,0
1238,A_flat10,0
1239,A_flat10,0
1240,A_flat10,0
1241,A_flat10,0
1242,A_flat10,0
1243,A_flat10,0
1244,A_flat10,0
1245,A_flat10,0
1246,A_flat10,0
1247,A_flat10,0
1248,A_flat10,0
1249,A_flat10,0
1250,A_flat10,0
1251,A_flat10,0
1252,A_flat10,0
1253,A_flat10,0
1254,A_flat10,1
1255,A_flat10,0
1256,A_flat10,0
1257,A_flat10,0
1258,A_flat10,0
1259,A_flat10,0
1260,A_flat10,0
1261,A_flat10,0
1262,A_flat10,0
1263,A_flat10,0
1264,A_flat10,0
1265,A_flat10,0
1266,A_flat10,0
1267,A_flat10,0
1268,A_flat10,0
1269,A_flat10,0
1270,A_flat10,0
1271,A_flat10,0
1272,A_flat10,0
1273,A_flat10,1
1274,A_flat10,1
1275,A_flat10,0
1276,A_flat10,0
1277,A_flat10,0
1278,A_flat10,0
1279,A_flat10,0
1280,A_flat10,0
1281,A_flat10,0
1282,A_flat10,0
1283,A_flat10,0
1284,A_flat10,0
1285,A_flat10,0
1286,A_flat10,0
1287,A_flat10,0
1288,A_flat10,0
1289,A_flat10,0
1290,A_flat10,0
1291,A_flat10,0
1292,A_flat10,0
1293,A_flat10,0
1294,A_flat10,1
1295,A_flat10,0
1296,A_flat10,0
1297,A_flat10,0
1298,A_flat10,0
1299,A_flat10,0
1300,A_flat10,0
1301,A_flat10,0
1302,A_flat10,0
1303,A_flat10,0
1304,A_flat10,1
1305,A_flat10,0
1306,A_flat10,0
1307,A_flat10,0
1308,A_flat10,0
1309,A_flat10,0
1310,A_flat10,0
1311,A_flat10,0
1312,A_flat10,0
1313,A_flat10,1
1314,A_flat10,0
1315,A_flat10,0
1316,A_flat10,0
1317,A_flat10,0
1318,A_flat10,0
1319,A_flat10,0
1320,A_flat10,0
1321,A_flat10,0
1322,A_flat10,0
1323,A_flat10,1
1324,A_flat10,0
1325,A_flat10,0
1326,A_flat10,0
1327,A_flat10,0
1328,A_flat10,0
1329,A_flat10,0
1330,A_flat10,0
1331,A_flat10,0
1332,A_flat10,0
1333,A_flat10,0
1334,A_flat10,0
1335,A_flat10,0
1336,A_flat10,0
1337,A_flat10,0
1338,A_flat10,0
1339,A_flat10,1
1340,A_flat10,0
1341,A_flat10,1
1342,A_flat10,0
1343,A_flat10,0
1344,A_flat10,0
1345,A_flat10,0
1346,A_flat10,0
1347,A_flat10,0
1348,A_flat10,0
1349,A_flat10,0
1350,A_flat10,0
1351,A_flat10,0
1352,A_flat10,0
1353,A_flat10,0
1354,A_flat10,0
1355,A_flat10,0
1356,A_flat10,0
1357,A_flat10,0
1358,A_flat10,0
1359,A_flat10,0
1360,A_flat10,0
1361,A_flat10,0
